"Z30_REC_KEY","Z30_BARCODE","Z30_SUB_LIBRARY","Z30_MATERIAL","Z30_ITEM_STATUS","Z30_OPEN_DATE","Z30_UPDATE_DATE","Z30_CATALOGER","Z30_DATE_LAST_RETURN","Z30_HOUR_LAST_RETURN","Z30_IP_LAST_RETURN","Z30_NO_LOANS","Z30_ALPHA","Z30_COLLECTION","Z30_CALL_NO_TYPE","Z30_CALL_NO","Z30_CALL_NO_KEY","Z30_CALL_NO_2_TYPE","Z30_CALL_NO_2","Z30_CALL_NO_2_KEY","Z30_DESCRIPTION","Z30_NOTE_OPAC","Z30_NOTE_CIRCULATION","Z30_NOTE_INTERNAL","Z30_ORDER_NUMBER","Z30_INVENTORY_NUMBER","Z30_INVENTORY_NUMBER_DATE","Z30_LAST_SHELF_REPORT_DATE","Z30_PRICE","Z30_SHELF_REPORT_NUMBER","Z30_ON_SHELF_DATE","Z30_ON_SHELF_SEQ","Z30_REC_KEY_2","Z30_REC_KEY_3","Z30_PAGES","Z30_ISSUE_DATE","Z30_EXPECTED_ARRIVAL_DATE","Z30_ARRIVAL_DATE","Z30_ITEM_STATISTIC","Z30_ITEM_PROCESS_STATUS","Z30_COPY_ID","Z30_HOL_DOC_NUMBER_X","Z30_TEMP_LOCATION","Z30_ENUMERATION_A","Z30_ENUMERATION_B","Z30_ENUMERATION_C","Z30_ENUMERATION_D","Z30_ENUMERATION_E","Z30_ENUMERATION_F","Z30_ENUMERATION_G","Z30_ENUMERATION_H","Z30_CHRONOLOGICAL_I","Z30_CHRONOLOGICAL_J","Z30_CHRONOLOGICAL_K","Z30_CHRONOLOGICAL_L","Z30_CHRONOLOGICAL_M","Z30_SUPP_INDEX_O","Z30_85X_TYPE","Z30_DEPOSITORY_ID","Z30_LINKING_NUMBER","Z30_GAP_INDICATOR","Z30_MAINTENANCE_COUNT","Z30_PROCESS_STATUS_DATE"
"002929876000010","2929876-10                    ","IRI  ","PA   ","10",20190228,20190308,"1474787   ",0,0,"",0,"L","COSF ","1","943.087 K32b","1 943 087 k32!b                                                                 ","","","                                                                                ","","","","","","M4497",20190308,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190228
"002502590000130","2502590-130                   ","IRI  ","PA   ","10",20190228,20190228,"1474787   ",0,0,"",0,"L","COSF ","1","923.2 N469g  2012 v.1","1 923 2 n469!g 2012 v 1                                                         ","","","                                                                                ","2012 v.1","","","","","M4487",20190228,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190228
"002929709000010","2929709-10                    ","IRI  ","PA   ","10",20190227,20190227,"1474787   ",0,0,"",0,"L","COSF ","1","940.53 F115m","1 940 53 f115!m                                                                 ","","","                                                                                ","","","","","","M4482",20190226,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190227
"002929976000010","2929976-10                    ","IRI  ","PA   ","10",20190228,20190228,"1474787   ",0,0,"",0,"L","COSF ","1","940.3 S847c","1 940 3 s847!c                                                                  ","","","                                                                                ","","","","","","M4489",20190228,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190228
"000647947000060","647947-60                     ","IRI  ","PA   ","10",20190301,20190301,"MARIAMA   ",0,0,"",0,"L","COSF ","1","956 L673o e.2","1 956 l673!o e 2                                                                ","","","                                                                                ","","","","","","M4486",20190228,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190301
"002930297000010","2930297-10                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","355.02 C346a","1 355 02 c346!a                                                                 ","","","                                                                                ","","","","","","M4493",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
"002930278000010","2930278-10                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","320.5 S628f v.1","1 320 5 s628!f v 1                                                              ","","","                                                                                ","v.1","","","","","M4490",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
"002930278000020","2930278-20                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","320.5 S628f v.2","1 320 5 s628!f v 2                                                              ","","","                                                                                ","v.2","","","","","M4491",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
"002930284000010","2930284-10                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","341.09 N383w","1 341 09 n383!w                                                                 ","","","                                                                                ","","","","","","M4492",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
"002930305000010","2930305-10                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","355.031 S684","1 355 031 s684                                                                  ","","","                                                                                ","","","","","","M4494",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
"001758186000040","1758186-40                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","355.03 S456 e.2","1 355 03 s456 e 2                                                               ","","","                                                                                ","e.2","","","","","M4495",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00002","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
"002197252000020","2197252-20                    ","IRI  ","PA   ","10",20190308,20190308,"1474787   ",0,0,"",0,"L","COSF ","1","327.1 N994c","1 327 1 n994!c                                                                  ","","","                                                                                ","","","","","","M4498",20190308,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190308
"002396989000020","2396989-20                    ","IRI  ","PA   ","10",20190307,20190307,"1474787   ",0,0,"",0,"L","COSF ","1","981.03 S399b","1 981 03 s399!b                                                                 ","","","                                                                                ","","","","","","M4496",20190307,0,"","                    ",0,0,"0000000000000000000","                                   00000","",0,"00000000","00000000","02        ","  ","00001","000000000","N","","","","","","","","","","","","","","","","",0,"",0,20190307
